EnsemblID GeneName
ENSMMUG00000008199 NA
ENSMMUG00000051775 NA
ENSMMUG00000049983 NA
ENSMMUG00000049962 NA
ENSMMUG00000057840 NA
ENSMMUG00000063294 NA
ENSMMUG00000039434 Metazoa_SRP
ENSMMUG00000045030 RPRML
ENSMMUG00000018689 GOSR2
ENSMMUG00000020810 WNT9B
ENSMMUG00000063673 Metazoa_SRP
ENSMMUG00000020809 WNT3
ENSMMUG00000060975 Metazoa_SRP
ENSMMUG00000005548 NSF
ENSMMUG00000057209 NA
ENSMMUG00000058375 NA
ENSMMUG00000004108 CRHR1
ENSMMUG00000061173 SPPL2C
ENSMMUG00000004122 MAPT
ENSMMUG00000004129 KANSL1
ENSMMUG00000060013 Metazoa_SRP
ENSMMUG00000053257 Y_RNA
ENSMMUG00000054617 NA
ENSMMUG00000063877 NA
ENSMMUG00000042393 Metazoa_SRP
ENSMMUG00000044623 NA
ENSMMUG00000018599 CDC27
ENSMMUG00000050181 NA
ENSMMUG00000040453 Metazoa_SRP
ENSMMUG00000062963 Metazoa_SRP
ENSMMUG00000018600 MYL4
ENSMMUG00000049546 NA
ENSMMUG00000003289 NA
ENSMMUG00000036955 U7
ENSMMUG00000010588 EFCAB13
ENSMMUG00000060234 NA
ENSMMUG00000006884 EFCAB3
ENSMMUG00000052783 Metazoa_SRP
ENSMMUG00000035596 U7
ENSMMUG00000054975 NA
ENSMMUG00000043126 Metazoa_SRP
ENSMMUG00000002166 TLK2
ENSMMUG00000057820 Metazoa_SRP
ENSMMUG00000002167 MRC2
ENSMMUG00000034861 U6
ENSMMUG00000002168 MARCHF10
ENSMMUG00000032863 mml-mir-633
ENSMMUG00000013411 TANC2
ENSMMUG00000013412 CYB561
ENSMMUG00000061926 NA
ENSMMUG00000012608 ACE
ENSMMUG00000005183 KCNH6
ENSMMUG00000061643 U6
ENSMMUG00000050954 TACO1
ENSMMUG00000016751 MAP3K3
ENSMMUG00000016755 LIMD2
ENSMMUG00000016757 STRADA
ENSMMUG00000016761 CCDC47
ENSMMUG00000016762 DDX42
ENSMMUG00000016768 FTSJ3
ENSMMUG00000016769 PSMC5
ENSMMUG00000016771 SMARCD2
ENSMMUG00000061285 NA
ENSMMUG00000009283 NA
ENSMMUG00000052004 NA
ENSMMUG00000023706 CSH4
ENSMMUG00000039847 GHV
ENSMMUG00000057492 CSH3
ENSMMUG00000023707 CSH2
ENSMMUG00000011358 NA
ENSMMUG00000000578 NA
ENSMMUG00000041327 CD79B
ENSMMUG00000000580 SCN4A
ENSMMUG00000055104 Metazoa_SRP
ENSMMUG00000047925 PRR29
ENSMMUG00000050536 ICAM2
ENSMMUG00000015185 ERN1
ENSMMUG00000025102 SNORD104
ENSMMUG00000045792 NA
ENSMMUG00000017521 TEX2
ENSMMUG00000011809 PECAM1
ENSMMUG00000061273 Metazoa_SRP
ENSMMUG00000059400 NA
ENSMMUG00000025695 Y_RNA
ENSMMUG00000060875 NA
ENSMMUG00000006317 MILR1
ENSMMUG00000009464 POLG2
ENSMMUG00000009463 DDX5
ENSMMUG00000044760 NA
ENSMMUG00000038026 MIR5047
ENSMMUG00000009459 CEP95
ENSMMUG00000063689 NA
ENSMMUG00000009461 SMURF2
ENSMMUG00000060703 Metazoa_SRP
ENSMMUG00000063147 Metazoa_SRP
ENSMMUG00000018256 NA
ENSMMUG00000016371 GNA13
ENSMMUG00000040105 NA
ENSMMUG00000014521 RGS9
ENSMMUG00000060767 NA
ENSMMUG00000060015 AXIN2
ENSMMUG00000051240 NA
ENSMMUG00000005637 CEP112
ENSMMUG00000063712 Metazoa_SRP
ENSMMUG00000015120 APOH
ENSMMUG00000050517 NA
ENSMMUG00000018378 PRKCA
ENSMMUG00000040733 Metazoa_SRP
ENSMMUG00000057664 Metazoa_SRP
ENSMMUG00000057971 U6
ENSMMUG00000052025 CACNG5
ENSMMUG00000060082 NA
ENSMMUG00000002958 CACNG1
ENSMMUG00000002959 HELZ
ENSMMUG00000002132 PSMD12
ENSMMUG00000002133 PITPNC1
ENSMMUG00000054555 NA
ENSMMUG00000051815 Metazoa_SRP
ENSMMUG00000002414 NOL11
ENSMMUG00000027582 SNORA38B
ENSMMUG00000049617 Metazoa_SRP
ENSMMUG00000009734 BPTF
ENSMMUG00000061456 Metazoa_SRP
ENSMMUG00000062610 C16H17orf58
ENSMMUG00000027530 U6
ENSMMUG00000016685 KPNA2
ENSMMUG00000053260 NA
ENSMMUG00000048903 AMZ2
ENSMMUG00000056322 NA
ENSMMUG00000051869 ARSG
ENSMMUG00000011094 SLC16A6
ENSMMUG00000007309 WIPI1
ENSMMUG00000062720 Metazoa_SRP
ENSMMUG00000058707 NA
ENSMMUG00000002194 PRKAR1A
ENSMMUG00000002195 FAM20A
ENSMMUG00000018587 ABCA8
ENSMMUG00000053614 NA
ENSMMUG00000044129 ABCA9
ENSMMUG00000018592 ABCA6
ENSMMUG00000050677 Metazoa_SRP
ENSMMUG00000018608 ABCA5
ENSMMUG00000049700 NA
ENSMMUG00000001051 MAP2K6
ENSMMUG00000059189 NA
ENSMMUG00000003076 NA
ENSMMUG00000054455 Metazoa_SRP
ENSMMUG00000056647 NA
ENSMMUG00000026383 Y_RNA
ENSMMUG00000014053 KCNJ16
ENSMMUG00000056768 KCNJ2
ENSMMUG00000057057 NA
ENSMMUG00000053751 NA
ENSMMUG00000059382 NA
ENSMMUG00000065160 NA
ENSMMUG00000058496 Metazoa_SRP
ENSMMUG00000036844 U7
ENSMMUG00000035402 U6
ENSMMUG00000058041 NA
ENSMMUG00000058951 NA
ENSMMUG00000049570 Metazoa_SRP
ENSMMUG00000057854 NA
ENSMMUG00000057157 NA
ENSMMUG00000063817 SOX9
ENSMMUG00000054673 NA
ENSMMUG00000062176 NA
ENSMMUG00000014195 SLC39A11
ENSMMUG00000035478 NA
ENSMMUG00000051322 SSTR2
ENSMMUG00000051012 NA
ENSMMUG00000063103 NA
ENSMMUG00000001266 COG1
ENSMMUG00000060397 NA
ENSMMUG00000001268 FAM104A
ENSMMUG00000001269 C16H17orf80
ENSMMUG00000001271 CPSF4L
ENSMMUG00000018148 CDC42EP4
ENSMMUG00000059502 NA
ENSMMUG00000019970 SDK2
ENSMMUG00000061561 NA
ENSMMUG00000055633 NA
ENSMMUG00000049948 NA
ENSMMUG00000064463 NA
ENSMMUG00000062704 Metazoa_SRP
ENSMMUG00000054931 NA
ENSMMUG00000054303 NA
ENSMMUG00000063212 Metazoa_SRP
ENSMMUG00000052187 NA
ENSMMUG00000049403 NA
ENSMMUG00000020582 RPL38
ENSMMUG00000003981 TTYH2
ENSMMUG00000020974 DNAI2
ENSMMUG00000060594 Metazoa_SRP
ENSMMUG00000020975 KIF19
ENSMMUG00000055658 BTBD17
ENSMMUG00000019178 GPR142
ENSMMUG00000052991 NA
ENSMMUG00000013324 GPRC5C
ENSMMUG00000060412 CD300A
ENSMMUG00000053006 NA
ENSMMUG00000037742 CD300LB
ENSMMUG00000039401 CD300C
ENSMMUG00000052500 CD300H
ENSMMUG00000057041 NA
ENSMMUG00000064052 NA
ENSMMUG00000058592 NA
ENSMMUG00000020462 CD300E
ENSMMUG00000005733 RAB37
ENSMMUG00000053544 NA
ENSMMUG00000004055 CD300LF
ENSMMUG00000062152 NA
ENSMMUG00000005737 SLC9A3R1
ENSMMUG00000005738 NAT9
ENSMMUG00000005739 TMEM104
ENSMMUG00000005744 GRIN2C
ENSMMUG00000051084 Metazoa_SRP
ENSMMUG00000015648 FDXR
ENSMMUG00000054593 USH1G
ENSMMUG00000053983 OTOP2
ENSMMUG00000023405 OTOP3
ENSMMUG00000023406 HID1
ENSMMUG00000063153 CDR2L
ENSMMUG00000011644 NA
ENSMMUG00000055299 Metazoa_SRP
ENSMMUG00000056121 NA
ENSMMUG00000011647 ATP5PD
ENSMMUG00000011648 KCTD2
ENSMMUG00000053459 NA
ENSMMUG00000041001 SLC16A5
ENSMMUG00000061141 Y_RNA
ENSMMUG00000051312 NA
ENSMMUG00000029833 ARMC7
ENSMMUG00000029832 NT5C
ENSMMUG00000046429 JPT1
ENSMMUG00000018018 NUP85
ENSMMUG00000018021 GGA3
ENSMMUG00000063156 MRPS7
ENSMMUG00000018031 SLC25A19
ENSMMUG00000004756 GRB2
ENSMMUG00000058142 NA
ENSMMUG00000034931 U6
ENSMMUG00000065236 Y_RNA
ENSMMUG00000022120 TMEM94
ENSMMUG00000022121 CASKIN2
ENSMMUG00000022123 TSEN54
ENSMMUG00000001228 LLGL2
ENSMMUG00000013436 NA
ENSMMUG00000064684 NA
ENSMMUG00000021635 RECQL5
ENSMMUG00000063604 SMIM5
ENSMMUG00000021636 SAP30BP
ENSMMUG00000021763 ITGB4
ENSMMUG00000021765 GALK1
ENSMMUG00000061824 NA
ENSMMUG00000013646 UNK
ENSMMUG00000002822 UNC13D
ENSMMUG00000009381 WBP2
ENSMMUG00000009377 TRIM47
ENSMMUG00000016774 TRIM65
ENSMMUG00000040816 MRPL38
ENSMMUG00000051944 NA
ENSMMUG00000016775 FBF1
ENSMMUG00000014172 ACOX1
ENSMMUG00000029820 NA
ENSMMUG00000055542 Metazoa_SRP
ENSMMUG00000003381 CDK3
ENSMMUG00000001790 EVPL
ENSMMUG00000001795 SRP68
ENSMMUG00000049812 GALR2
ENSMMUG00000062567 ZACN
ENSMMUG00000008885 EXOC7
ENSMMUG00000054437 NA
ENSMMUG00000003533 FOXJ1
ENSMMUG00000003534 RNF157
ENSMMUG00000055131 UBALD2
ENSMMUG00000003539 QRICH2
ENSMMUG00000054566 NA
ENSMMUG00000049537 PRPSAP1
ENSMMUG00000056055 NA
ENSMMUG00000058097 Metazoa_SRP
ENSMMUG00000018011 SPHK1
ENSMMUG00000018967 UBE2O
ENSMMUG00000018970 AANAT
ENSMMUG00000018973 RHBDF2
ENSMMUG00000056406 CYGB
ENSMMUG00000051755 PRCD
ENSMMUG00000024647 SNORD1C
ENSMMUG00000026614 SNORD1A
ENSMMUG00000022273 ST6GALNAC2
ENSMMUG00000022408 ST6GALNAC1
ENSMMUG00000050599 Metazoa_SRP
ENSMMUG00000023976 U6
ENSMMUG00000059576 Metazoa_SRP
ENSMMUG00000022411 JMJD6
ENSMMUG00000049631 Y_RNA
ENSMMUG00000052655 Metazoa_SRP
ENSMMUG00000062104 METTL23
ENSMMUG00000022412 SRSF2
ENSMMUG00000032629 mml-mir-636
ENSMMUG00000022414 MFSD11
ENSMMUG00000051894 U6
ENSMMUG00000016300 MGAT5B
ENSMMUG00000061024 NA
ENSMMUG00000036583 SCARNA16
ENSMMUG00000060732 NA
ENSMMUG00000061019 Metazoa_SRP
ENSMMUG00000022994 SEC14L1
ENSMMUG00000034455 U4
ENSMMUG00000062478 Metazoa_SRP
ENSMMUG00000001321 SEPTIN9
ENSMMUG00000059568 NA
ENSMMUG00000051633 NA
ENSMMUG00000025926 Y_RNA
ENSMMUG00000050860 Metazoa_SRP
ENSMMUG00000061270 NA
ENSMMUG00000046918 NA
ENSMMUG00000054111 Metazoa_SRP
ENSMMUG00000055379 NA
ENSMMUG00000053937 NA
ENSMMUG00000026583 U1
ENSMMUG00000063572 NA
ENSMMUG00000011924 TNRC6C
ENSMMUG00000036969 U6
ENSMMUG00000011932 TMC6
ENSMMUG00000011935 TMC8
ENSMMUG00000021863 C16H17orf99
ENSMMUG00000059473 Metazoa_SRP
ENSMMUG00000021864 SYNGR2
ENSMMUG00000021867 TK1
ENSMMUG00000002268 AFMID
ENSMMUG00000058230 NA
ENSMMUG00000013767 BIRC5
ENSMMUG00000049183 TMEM235
ENSMMUG00000059852 NA
ENSMMUG00000053136 NA
ENSMMUG00000055768 NA
ENSMMUG00000058428 SOCS3
ENSMMUG00000065213 NA
ENSMMUG00000040400 Metazoa_SRP
ENSMMUG00000008237 PGS1
ENSMMUG00000025110 NA
ENSMMUG00000008239 NA
ENSMMUG00000049898 NA
ENSMMUG00000064762 NA
ENSMMUG00000064446 Metazoa_SRP
ENSMMUG00000064072 NA
ENSMMUG00000051537 NA
ENSMMUG00000013313 CYTH1
ENSMMUG00000005352 USP36
ENSMMUG00000005355 TIMP2
ENSMMUG00000054628 NA
ENSMMUG00000019662 LGALS3BP
ENSMMUG00000021613 CANT1
ENSMMUG00000058155 Metazoa_SRP
ENSMMUG00000009504 C1QTNF1
ENSMMUG00000062134 Metazoa_SRP
ENSMMUG00000023027 ENGASE
ENSMMUG00000023028 RBFOX3
ENSMMUG00000057472 NA
ENSMMUG00000063126 mml-mir-7166
ENSMMUG00000061312 NA
ENSMMUG00000058715 NA
ENSMMUG00000056133 NA
ENSMMUG00000016414 ENPP7
ENSMMUG00000046417 CBX2
ENSMMUG00000016417 CBX8
ENSMMUG00000016418 CBX4
ENSMMUG00000061107 NA
ENSMMUG00000049610 NA
ENSMMUG00000020840 TBC1D16
ENSMMUG00000052884 Metazoa_SRP
ENSMMUG00000009589 GAA
ENSMMUG00000009590 EIF4A3
ENSMMUG00000057210 NA
ENSMMUG00000064603 CARD14
ENSMMUG00000002849 SGSH
ENSMMUG00000002850 SLC26A11
ENSMMUG00000005455 RNF213
ENSMMUG00000056437 Metazoa_SRP
ENSMMUG00000055991 NA
ENSMMUG00000062363 NA
ENSMMUG00000001285 NA
ENSMMUG00000001286 NPTX1
ENSMMUG00000064563 NA
ENSMMUG00000006761 RPTOR
ENSMMUG00000062775 NA
ENSMMUG00000060489 NA
ENSMMUG00000060324 CHMP6
ENSMMUG00000063883 NA
ENSMMUG00000059769 Metazoa_SRP
ENSMMUG00000059811 NA
ENSMMUG00000015512 BAIAP2
ENSMMUG00000015514 AATK
ENSMMUG00000028556 mml-mir-338
ENSMMUG00000033887 mml-mir-1250
ENSMMUG00000056700 NA
ENSMMUG00000040377 PVALEF
ENSMMUG00000021096 CEP131
ENSMMUG00000053331 NA
ENSMMUG00000003291 TEPSIN
ENSMMUG00000037732 NDUFAF8
ENSMMUG00000003292 SLC38A10
ENSMMUG00000049725 Metazoa_SRP
ENSMMUG00000055713 NA
ENSMMUG00000018984 BAHCC1
ENSMMUG00000054036 NA
ENSMMUG00000060280 NA
ENSMMUG00000012054 ACTG1
ENSMMUG00000001583 FSCN2
ENSMMUG00000001585 FAAP100
ENSMMUG00000001586 NPLOC4
ENSMMUG00000051655 Y_RNA
ENSMMUG00000001589 TSPAN10
ENSMMUG00000047080 PDE6G
ENSMMUG00000061636 OXLD1
ENSMMUG00000008831 CCDC137
ENSMMUG00000056244 NA
ENSMMUG00000045575 ARL16
ENSMMUG00000008833 HGS
ENSMMUG00000004457 SLC25A10
ENSMMUG00000000256 GCGR
ENSMMUG00000000258 NA
ENSMMUG00000009243 PPP1R27
ENSMMUG00000009242 P4HB
ENSMMUG00000009949 ARHGDIA
ENSMMUG00000062399 NA
ENSMMUG00000054729 NA
ENSMMUG00000012884 ALYREF
ENSMMUG00000012887 ANAPC11
ENSMMUG00000012888 NPB
ENSMMUG00000012889 PCYT2
ENSMMUG00000012890 SIRT7
ENSMMUG00000056309 NA
ENSMMUG00000012893 MAFG
ENSMMUG00000012895 PYCR1
ENSMMUG00000012898 MYADML2
ENSMMUG00000049343 NOTUM
ENSMMUG00000010887 ASPSCR1
ENSMMUG00000050845 NA
ENSMMUG00000010892 LRRC45
ENSMMUG00000058525 mml-mir-7165
ENSMMUG00000059256 DCXR
ENSMMUG00000010895 RAC3
ENSMMUG00000012799 RFNG
ENSMMUG00000012800 GPS1
ENSMMUG00000012803 DUS1L
ENSMMUG00000012811 FASN
ENSMMUG00000012818 CCDC57
ENSMMUG00000050729 NA
ENSMMUG00000058402 NA
ENSMMUG00000010121 SLC16A3
ENSMMUG00000018329 CSNK1D
ENSMMUG00000052600 NA
ENSMMUG00000057117 NA
ENSMMUG00000064781 CD7
ENSMMUG00000016897 NA
ENSMMUG00000044068 TEX19
ENSMMUG00000064917 NA
ENSMMUG00000001119 UTS2R
ENSMMUG00000056911 OGFOD3
ENSMMUG00000025456 Y_RNA
ENSMMUG00000019221 HEXD
ENSMMUG00000019222 CYBC1
ENSMMUG00000059025 NA
ENSMMUG00000019224 NARF
ENSMMUG00000055351 Metazoa_SRP
ENSMMUG00000065287 NA
ENSMMUG00000009129 FOXK2
ENSMMUG00000051899 NA
ENSMMUG00000021803 WDR45B
ENSMMUG00000029768 RAB40B
ENSMMUG00000014660 FN3KRP
ENSMMUG00000029767 FN3K
ENSMMUG00000005376 TBCD
ENSMMUG00000056764 ZNF750
ENSMMUG00000054327 Metazoa_SRP
ENSMMUG00000001110 B3GNTL1
ENSMMUG00000001111 METRNL
ENSMMUG00000058443 NA
ENSMMUG00000057028 NA
ENSMMUG00000000586 POLR3K
ENSMMUG00000000588 RHBDF1
ENSMMUG00000000589 MPG
ENSMMUG00000000590 NPRL3
ENSMMUG00000029310 HBA
ENSMMUG00000057274 HBM
ENSMMUG00000019566 NA
ENSMMUG00000042961 HBQ1
ENSMMUG00000000596 LUC7L
ENSMMUG00000049675 Metazoa_SRP
ENSMMUG00000000599 FAM234A
ENSMMUG00000000602 RGS11
ENSMMUG00000000603 ARHGDIG
ENSMMUG00000000604 PDIA2
ENSMMUG00000000605 AXIN1
ENSMMUG00000000609 MRPL28
ENSMMUG00000000610 PGAP6
ENSMMUG00000008522 DECR2
ENSMMUG00000000613 RAB11FIP3
ENSMMUG00000027717 Y_RNA
ENSMMUG00000050341 NA
ENSMMUG00000000615 CAPN15
ENSMMUG00000060264 PRR35
ENSMMUG00000000616 NA
ENSMMUG00000029296 PIGQ
ENSMMUG00000054952 NA
ENSMMUG00000038629 RAB40C
ENSMMUG00000055090 NA
ENSMMUG00000021967 WFIKKN1
ENSMMUG00000021968 METTL26
ENSMMUG00000058908 MCRIP2
ENSMMUG00000013169 NA
ENSMMUG00000022010 RHOT2
ENSMMUG00000001982 RHBDL1
ENSMMUG00000049219 STUB1
ENSMMUG00000001984 JMJD8
ENSMMUG00000001986 WDR24
ENSMMUG00000050065 NA
ENSMMUG00000016906 FBXL16
ENSMMUG00000063713 METRN
ENSMMUG00000011521 ANTKMT
ENSMMUG00000006453 HAGHL
ENSMMUG00000006452 CCDC78
ENSMMUG00000006455 CIAO3
ENSMMUG00000000835 MSLN
ENSMMUG00000000839 NA
ENSMMUG00000032640 mml-mir-662
ENSMMUG00000000842 RPUSD1
ENSMMUG00000000843 CHTF18
ENSMMUG00000053590 NA
ENSMMUG00000000846 GNG13
ENSMMUG00000011133 LMF1
ENSMMUG00000051720 SOX8
ENSMMUG00000060782 NA
ENSMMUG00000063431 NA
ENSMMUG00000061954 NA
ENSMMUG00000065006 NA
ENSMMUG00000002896 SSTR5
ENSMMUG00000058265 C1QTNF8
ENSMMUG00000058822 NA
ENSMMUG00000014213 CACNA1H
ENSMMUG00000000392 TPSG1
ENSMMUG00000015103 NA
ENSMMUG00000003108 TPSD1
ENSMMUG00000053253 NA
ENSMMUG00000063334 NA
ENSMMUG00000043574 NA
ENSMMUG00000047001 NA
ENSMMUG00000050892 NA
ENSMMUG00000063740 NA
ENSMMUG00000051011 Metazoa_SRP
ENSMMUG00000044277 UBE2I
ENSMMUG00000021415 BAIAP3
ENSMMUG00000006428 TSR3
ENSMMUG00000012439 GNPTG
ENSMMUG00000012440 UNKL
ENSMMUG00000061546 NA
ENSMMUG00000021518 CLCN7
ENSMMUG00000050386 NA
ENSMMUG00000021102 CCDC154
ENSMMUG00000052361 Metazoa_SRP
ENSMMUG00000062229 PTX4
ENSMMUG00000050070 NA
ENSMMUG00000008119 TELO2
ENSMMUG00000000044 IFT140
ENSMMUG00000062198 TMEM204
ENSMMUG00000000978 CRAMP1
ENSMMUG00000059063 NA
ENSMMUG00000053812 Metazoa_SRP
ENSMMUG00000061049 NA
ENSMMUG00000000979 JPT2
ENSMMUG00000017496 MAPK8IP3
ENSMMUG00000003857 NME3
ENSMMUG00000018594 MRPS34
ENSMMUG00000060835 EME2
ENSMMUG00000060350 SPSB3
ENSMMUG00000018597 NUBP2
ENSMMUG00000018598 IGFALS
ENSMMUG00000000737 HAGH
ENSMMUG00000000738 FAHD1
ENSMMUG00000000739 MEIOB
ENSMMUG00000055452 NA
ENSMMUG00000063633 HS3ST6
ENSMMUG00000007936 MSRB1
ENSMMUG00000007937 RPL3L
ENSMMUG00000056561 Metazoa_SRP
ENSMMUG00000057370 NDUFB10
ENSMMUG00000029267 RPS2
ENSMMUG00000041436 NA
ENSMMUG00000024096 SNORA64
ENSMMUG00000036994 SNORA78
ENSMMUG00000062548 RNF151
ENSMMUG00000007943 TBL3
ENSMMUG00000007953 NOXO1
ENSMMUG00000052399 GFER
ENSMMUG00000007960 SYNGR3
ENSMMUG00000029265 ZNF598
ENSMMUG00000046052 Metazoa_SRP
ENSMMUG00000020017 NPW
ENSMMUG00000002806 SLC9A3R2
ENSMMUG00000002807 NTHL1
ENSMMUG00000002808 TSC2
ENSMMUG00000029263 PKD1
ENSMMUG00000028257 Y_RNA
ENSMMUG00000052029 Metazoa_SRP
ENSMMUG00000002843 RAB26
ENSMMUG00000026455 SNORD60
ENSMMUG00000019223 TRAF7
ENSMMUG00000019226 CASKIN1
ENSMMUG00000019232 MLST8
ENSMMUG00000019233 BRICD5
ENSMMUG00000055128 PGP
ENSMMUG00000019235 E4F1
ENSMMUG00000019236 DNASE1L2
ENSMMUG00000019237 ECI1
ENSMMUG00000019238 NA
ENSMMUG00000027278 mml-mir-572
ENSMMUG00000033446 mml-mir-940
ENSMMUG00000019242 ABCA3
ENSMMUG00000051692 NA
ENSMMUG00000000001 CCNF
ENSMMUG00000000002 TEDC2
ENSMMUG00000057563 NTN3
ENSMMUG00000019095 TBC1D24
ENSMMUG00000041036 NA
ENSMMUG00000027952 U1
ENSMMUG00000011459 NA
ENSMMUG00000060539 NA
ENSMMUG00000052413 NA
ENSMMUG00000015942 KCTD5
ENSMMUG00000064050 PRSS27
ENSMMUG00000037718 PRSS22
ENSMMUG00000058517 NA
ENSMMUG00000016183 PRSS21
ENSMMUG00000048657 PRSS33
ENSMMUG00000045123 ELOB
ENSMMUG00000064309 NA
ENSMMUG00000018858 SRRM2
ENSMMUG00000052992 NA
ENSMMUG00000039735 FLYWCH2
ENSMMUG00000015884 FLYWCH1
ENSMMUG00000004212 KREMEN2
ENSMMUG00000053365 PAQR4
ENSMMUG00000004214 PKMYT1
ENSMMUG00000058718 LINC00514
ENSMMUG00000041201 CLDN6
ENSMMUG00000061321 HCFC1R1
ENSMMUG00000044474 TNFRSF12A
ENSMMUG00000007666 THOC6
ENSMMUG00000007667 BICDL2
ENSMMUG00000009483 MMP25
ENSMMUG00000060187 NA
ENSMMUG00000036957 U1
ENSMMUG00000009484 ZSCAN10
ENSMMUG00000009487 ZNF205
ENSMMUG00000064194 NA
ENSMMUG00000020970 ZNF213
ENSMMUG00000051323 NA
ENSMMUG00000054262 NA
ENSMMUG00000064961 NA
ENSMMUG00000052485 OR1F1
ENSMMUG00000059278 NA
ENSMMUG00000017972 ZNF200
ENSMMUG00000017969 MEFV
ENSMMUG00000052473 NA
ENSMMUG00000017973 ZNF263
ENSMMUG00000040952 TIGD7
ENSMMUG00000017975 ZNF75A
ENSMMUG00000007564 ZSCAN32
ENSMMUG00000007568 ZNF174
ENSMMUG00000065316 NA
ENSMMUG00000054288 ZNF597
ENSMMUG00000018711 NAA60
ENSMMUG00000049639 NA
ENSMMUG00000045936 C20H16orf90
ENSMMUG00000007569 CLUAP1
ENSMMUG00000007571 NLRC3
ENSMMUG00000007574 SLX4
ENSMMUG00000021866 DNASE1
ENSMMUG00000042716 Metazoa_SRP
ENSMMUG00000021868 TRAP1
ENSMMUG00000002286 CREBBP
ENSMMUG00000061528 NA
ENSMMUG00000054903 Metazoa_SRP
ENSMMUG00000039943 ADCY9
ENSMMUG00000061138 Metazoa_SRP
ENSMMUG00000061940 NA
ENSMMUG00000054212 NA
ENSMMUG00000051196 NA
ENSMMUG00000040803 NA
ENSMMUG00000044729 TFAP4
ENSMMUG00000059458 Metazoa_SRP
ENSMMUG00000059545 Metazoa_SRP
ENSMMUG00000015758 GLIS2
ENSMMUG00000006499 NA
ENSMMUG00000044344 VASN
ENSMMUG00000008134 DNAJA3
ENSMMUG00000020540 NMRAL1
ENSMMUG00000009901 HMOX2
ENSMMUG00000009898 CDIP1
ENSMMUG00000061401 NA
ENSMMUG00000018631 C20H16orf96
ENSMMUG00000054080 NA
ENSMMUG00000029250 UBALD1
ENSMMUG00000001888 MGRN1
ENSMMUG00000047997 Metazoa_SRP
ENSMMUG00000011001 ANKS3
ENSMMUG00000014311 C20H16orf71
ENSMMUG00000049336 NA
ENSMMUG00000014313 ZNF500
ENSMMUG00000017945 SEPTIN12
ENSMMUG00000049327 NA
ENSMMUG00000017946 ROGDI
ENSMMUG00000059174 SMIM22
ENSMMUG00000009567 GLYR1
ENSMMUG00000009569 UBN1
ENSMMUG00000017822 PPL
ENSMMUG00000057565 Metazoa_SRP
ENSMMUG00000058956 Y_RNA
ENSMMUG00000018047 SEC14L5
ENSMMUG00000055394 Metazoa_SRP
ENSMMUG00000055118 NA
ENSMMUG00000011499 NAGPA
ENSMMUG00000017225 C20H16orf89
ENSMMUG00000057170 Metazoa_SRP
ENSMMUG00000007494 ALG1
ENSMMUG00000029240 EEF2KMT
ENSMMUG00000052596 NA
ENSMMUG00000060962 NA
ENSMMUG00000062854 NA
ENSMMUG00000058748 NA
ENSMMUG00000003458 RBFOX1
ENSMMUG00000050089 NA
ENSMMUG00000056532 NA
ENSMMUG00000057374 NA
ENSMMUG00000055197 NA
ENSMMUG00000027590 U6
ENSMMUG00000037027 U6
ENSMMUG00000041899 NA
ENSMMUG00000050006 NA
ENSMMUG00000059016 Metazoa_SRP
ENSMMUG00000062459 NA
ENSMMUG00000064989 Metazoa_SRP
ENSMMUG00000023777 TMEM114
ENSMMUG00000006900 METTL22
ENSMMUG00000046237 ABAT
ENSMMUG00000044693 Metazoa_SRP
ENSMMUG00000036200 U7
ENSMMUG00000057398 Metazoa_SRP
ENSMMUG00000022713 TMEM186
ENSMMUG00000022714 PMM2
ENSMMUG00000047806 CARHSP1
ENSMMUG00000054150 LITAFD
ENSMMUG00000047388 USP7
ENSMMUG00000061168 Metazoa_SRP
ENSMMUG00000065086 NA
ENSMMUG00000062830 NA
ENSMMUG00000049345 Metazoa_SRP
ENSMMUG00000056868 NA
ENSMMUG00000057935 NA
ENSMMUG00000001944 C20H16orf72
ENSMMUG00000063803 NA
ENSMMUG00000060060 NA
ENSMMUG00000064042 NA
ENSMMUG00000052084 NA
ENSMMUG00000061888 NA
ENSMMUG00000060863 NA
ENSMMUG00000061963 Metazoa_SRP
ENSMMUG00000010142 GRIN2A
ENSMMUG00000038393 Metazoa_SRP
ENSMMUG00000060075 NA
ENSMMUG00000005913 ATF7IP2
ENSMMUG00000051299 Metazoa_SRP
ENSMMUG00000050276 U6
ENSMMUG00000060993 Metazoa_SRP
ENSMMUG00000056165 NA
ENSMMUG00000052031 NA
ENSMMUG00000064158 NA
ENSMMUG00000060713 EMP2
ENSMMUG00000056161 NA
ENSMMUG00000019726 TEKT5
ENSMMUG00000061461 NA
ENSMMUG00000020614 NUBP1
ENSMMUG00000061818 TVP23A
ENSMMUG00000044909 NA
ENSMMUG00000007777 CIITA
ENSMMUG00000006514 DEXI
ENSMMUG00000006515 CLEC16A
ENSMMUG00000051604 NA
ENSMMUG00000010956 SOCS1
ENSMMUG00000052380 Metazoa_SRP
ENSMMUG00000010955 TNP2
ENSMMUG00000052811 NA
ENSMMUG00000033297 NA
ENSMMUG00000010953 PRM2
ENSMMUG00000049384 PRM1
ENSMMUG00000055257 NA
ENSMMUG00000056326 Y_RNA
ENSMMUG00000056849 RMI2
ENSMMUG00000000566 NA
ENSMMUG00000053317 NA
ENSMMUG00000057750 NA
